PANTONE Uncoated
112	PANTONE 1645 U	70.801	50.635	37.987
113	PANTONE 1655 U	67.137	55.768	45.511
114	PANTONE 1665 U	59.306	47.489	38.694
115	PANTONE 1675 U	50.122	28.452	24.093
116	PANTONE 1685 U	46.350	20.779	18.443
117	PANTONE 169 U	83.101	29.273	13.747
118	PANTONE 170 U	73.671	46.878	27.982
119	PANTONE 171 U	68.853	54.652	35.811
120	PANTONE 172 U	65.340	58.651	43.250
121	PANTONE 173 U	55.489	43.208	31.709
122	PANTONE 174 U	46.639	26.541	19.806
123	PANTONE 175 U	43.237	15.688	12.130
124	PANTONE 176 U	82.076	34.178	6.935
125	PANTONE 177 U	73.863	49.167	18.064
126	PANTONE 178 U	68.986	56.584	26.630
127	PANTONE Warm Red U	64.164	61.646	36.624
128	PANTONE 179 U	57.937	52.386	29.192
129	PANTONE 180 U	52.275	39.803	20.301
130	PANTONE 181 U	43.244	22.053	10.525
131	PANTONE 1765 U	78.283	39.577	6.390
132	PANTONE 1775 U	72.632	48.824	12.696
133	PANTONE 1785 U	64.319	60.028	24.397
134	PANTONE 1788 U	62.174	61.346	28.707
135	PANTONE 1795 U	56.399	51.945	24.379
136	PANTONE 1805 U	48.649	38.632	17.551
137	PANTONE 1815 U	43.650	25.408	11.271
138	PANTONE 1767 U	82.788	29.537	0.511
139	PANTONE 1777 U	70.380	51.083	12.259
140	PANTONE 1787 U	64.464	59.628	20.513
141	PANTONE Red 032 U	60.332	64.026	28.429
142	PANTONE 1797 U	53.327	50.228	20.216
143	PANTONE 1807 U	48.283	34.577	10.859
144	PANTONE 1817 U	40.214	15.540	4.973
145	PANTONE 182 U	82.520	30.549	-0.124
146	PANTONE 183 U	73.260	46.434	6.661
147	PANTONE 184 U	66.240	56.186	14.790
148	PANTONE 185 U	58.426	63.703	25.894
149	PANTONE 186 U	52.752	53.231	20.277
150	PANTONE 187 U	48.317	40.570	13.193
151	PANTONE 188 U	42.251	23.404	6.313
152	PANTONE 189 U	78.569	36.584	-0.806
153	PANTONE 190 U	69.967	50.193	5.894
154	PANTONE 191 U	63.362	58.417	13.366
155	PANTONE 192 U	57.854	63.288	20.707
156	PANTONE 193 U	49.386	48.222	13.668
157	PANTONE 194 U	44.583	32.835	6.515
158	PANTONE 195 U	41.470	20.626	3.275
159	PANTONE 1895 U	80.535	32.269	-4.062
160	PANTONE 1905 U	74.070	43.027	-1.187
161	PANTONE 1915 U	63.052	57.479	8.477
162	PANTONE 1925 U	56.892	62.874	16.104
163	PANTONE 1935 U	50.636	53.333	12.901
164	PANTONE 1945 U	46.386	40.164	6.688
165	PANTONE 1955 U	44.150	32.211	4.234
166	PANTONE 196 U	83.860	19.986	-1.530
167	PANTONE 197 U	73.857	35.305	2.451
168	PANTONE 198 U	61.802	51.869	11.838
169	PANTONE 199 U	55.366	57.671	18.101
170	PANTONE 200 U	49.498	47.614	13.529
171	PANTONE 201 U	46.620	34.500	7.049
172	PANTONE 202 U	43.088	26.192	4.238
173	PANTONE 203 U	77.629	31.505	-6.346
174	PANTONE 204 U	67.464	46.282	-1.357
175	PANTONE 205 U	59.485	55.912	5.705
176	PANTONE 206 U	53.069	60.639	12.446
177	PANTONE 207 U	46.678	44.845	5.354
178	PANTONE 208 U	43.812	28.945	-0.151
179	PANTONE 209 U	41.600	22.134	-0.755
180	PANTONE 210 U	76.432	43.634	-8.617
181	PANTONE 211 U	70.031	52.997	-5.729
182	PANTONE 212 U	65.159	58.177	-2.161
183	PANTONE 213 U	58.865	61.859	4.653
184	PANTONE 214 U	52.326	54.067	3.837
185	PANTONE 215 U	46.276	40.424	0.445
186	PANTONE 216 U	42.375	25.018	-0.825
187	PANTONE 217 U	82.465	25.518	-12.200
188	PANTONE 218 U	69.604	45.864	-12.454
189	PANTONE 219 U	59.014	58.060	-4.069
190	PANTONE Rubine Red U	53.867	61.516	1.399
191	PANTONE 220 U	46.819	46.265	-2.810
192	PANTONE 221 U	43.352	38.904	-3.799
193	PANTONE 222 U	42.681	23.606	-4.923
194	PANTONE 223 U	77.527	39.296	-16.249
195	PANTONE 224 U	70.446	50.216	-16.262
196	PANTONE 225 U	61.084	60.601	-11.498
197	PANTONE 226 U	53.636	64.200	-4.139
198	PANTONE 227 U	46.906	48.844	-6.485
199	PANTONE 228 U	43.182	32.969	-7.264
200	PANTONE 229 U	40.855	20.947	-4.181
201	PANTONE 230 U	80.532	37.089	-15.951
202	PANTONE 231 U	70.343	53.961	-18.506
203	PANTONE 232 U	63.597	61.350	-16.348
204	PANTONE Rhodamine Red U	58.076	63.946	-13.184
205	PANTONE 233 U	53.049	55.605	-12.070
206	PANTONE 234 U	48.039	42.320	-10.514
207	PANTONE 235 U	43.817	33.710	-8.439
208	PANTONE 236 U	78.056	38.620	-19.894
209	PANTONE 237 U	70.523	49.931	-23.101
210	PANTONE 238 U	64.038	57.231	-23.382
211	PANTONE 239 U	56.779	62.436	-21.410
212	PANTONE 240 U	50.895	52.077	-18.246
213	PANTONE 241 U	47.839	43.758	-15.630
214	PANTONE 242 U	43.398	27.915	-9.114
215	PANTONE 2365 U	84.968	24.402	-15.138
216	PANTONE 2375 U	68.984	48.410	-26.100
217	PANTONE 2385 U	61.735	56.084	-26.862
218	PANTONE 2395 U	56.615	59.220	-26.830
219	PANTONE 2405 U	50.867	50.398	-22.206
220	PANTONE 2415 U	47.803	43.936	-19.391
221	PANTONE 2425 U	44.927	35.342	-15.213
222	PANTONE 243 U	78.248	33.304	-22.314
223	PANTONE 244 U	72.406	41.640	-26.515
224	PANTONE 245 U	66.638	48.509	-29.194
225	PANTONE 246 U	56.097	57.473	-30.062
226	PANTONE 247 U	50.609	53.069	-26.549
227	PANTONE 248 U	46.404	41.912	-21.488
228	PANTONE 249 U	42.995	26.427	-12.793
229	PANTONE 250 U	81.605	25.552	-20.015
230	PANTONE 251 U	70.958	39.660	-30.247
231	PANTONE 252 U	60.112	50.457	-35.604
232	PANTONE Purple U	53.661	54.970	-37.073
233	PANTONE 253 U	51.569	51.059	-34.681
234	PANTONE 254 U	47.523	40.317	-27.796
235	PANTONE 255 U	42.899	25.491	-17.180
236	PANTONE 256 U	78.945	17.838	-18.000
237	PANTONE 257 U	69.449	23.160	-22.457
238	PANTONE 258 U	55.998	25.872	-24.213
239	PANTONE 259 U	49.100	25.441	-23.761
240	PANTONE 260 U	47.210	21.266	-17.886
241	PANTONE 261 U	44.487	18.504	-14.329
242	PANTONE 262 U	42.969	14.720	-10.318
243	PANTONE 2562 U	76.348	26.010	-27.705
244	PANTONE 2572 U	68.519	32.967	-34.610
245	PANTONE 2582 U	59.367	38.565	-39.865
246	PANTONE 2592 U	52.099	41.904	-41.765
